split,image_file,label_file,class_ids
train,DR-2_15915_939LQTQ.jpg,DR-2_15915_939LQTQ.txt,1;2;3;4;5
train,DR-2_1681.jpg,DR-2_1681.txt,1;2;3
train,DR-2_12808_d5o8FVl.jpg,DR-2_12808_d5o8FVl.txt,1;2;5
train,DR-2_6920_YPoZbOT.jpg,DR-2_6920_YPoZbOT.txt,1;2;3
train,DR-2_10940_NbdSPer.jpg,DR-2_10940_NbdSPer.txt,0;1;2;3;4
train,DR-2_781.jpg,DR-2_781.txt,0;1;3;4;5
train,DR-2_10753_eeGGbeP.jpg,DR-2_10753_eeGGbeP.txt,0;2
train,DR-1_8485.jpg,DR-1_8485.txt,0;1;2;3;5
train,DR-2_2982.jpg,DR-2_2982.txt,0;1;2;3
train,DR-2_16554.jpg,DR-2_16554.txt,1;2;4;5
train,DR-2_2205_tUdu8Df.jpg,DR-2_2205_tUdu8Df.txt,0;1;2;3;5
train,DR-1_8507.jpg,DR-1_8507.txt,1;2;3
train,DR-2_6682.jpg,DR-2_6682.txt,0;1;2
train,DR-2_10967.jpg,DR-2_10967.txt,1;2;3;5
train,DR-1_2623.jpg,DR-1_2623.txt,1;2
train,DR-2_6847.jpg,DR-2_6847.txt,1;2
train,DR-2_10440.jpg,DR-2_10440.txt,1;2;4;5
train,DR-2_2453_Hs8IzqH.jpg,DR-2_2453_Hs8IzqH.txt,0;1;2;3;4;5
train,DR-2_5286_Gilnf9r.jpg,DR-2_5286_Gilnf9r.txt,2;3
train,DR-2_13810_5Uw8MOM.jpg,DR-2_13810_5Uw8MOM.txt,1;2;3
train,DR-2_19395.jpg,DR-2_19395.txt,0;2;3
train,DR-2_13224.jpg,DR-2_13224.txt,1;2;3
train,DR-2_14831.jpg,DR-2_14831.txt,1;2;3
train,DR-2_5631_4noAw3k.jpg,DR-2_5631_4noAw3k.txt,0;1;2;3;4;5
train,DR-2_11171.jpg,DR-2_11171.txt,1;2;3
train,DR-2_3412.jpg,DR-2_3412.txt,1;2;4;5
train,DR-1_5836.jpg,DR-1_5836.txt,0;1;2;3;4
train,DR-2_5054_vPYrqQr.jpg,DR-2_5054_vPYrqQr.txt,0;1;2;3;4;5
train,DR-2_13995_USvnxgG.jpg,DR-2_13995_USvnxgG.txt,0;1;2;3;5
train,DR-2_12355_F20pbAx.jpg,DR-2_12355_F20pbAx.txt,0;2
train,DR-2_14569_OJkq7Bp.jpg,DR-2_14569_OJkq7Bp.txt,0;1;2;3
train,DR-2_4275_wXWYp9S.jpg,DR-2_4275_wXWYp9S.txt,0;1;5
train,DR-1_772.jpg,DR-1_772.txt,1;2;3
train,DR-2_7823_qaR0XvO.jpg,DR-2_7823_qaR0XvO.txt,0;1;2;3;4;5
train,DR-2_14279.jpg,DR-2_14279.txt,1;2;3
train,DR-2_13841_9p5HhHu.jpg,DR-2_13841_9p5HhHu.txt,0;1;2;4;5
train,DR-2_8168_kBxwSN3.jpg,DR-2_8168_kBxwSN3.txt,1;2;3
train,DR-1_6800.jpg,DR-1_6800.txt,0;1;2;3;4
train,DR-2_509_ynXzdx6.jpg,DR-2_509_ynXzdx6.txt,0;1;2;3
train,DR-1_8021.jpg,DR-1_8021.txt,2
train,DR-2_13301_k8i7oso.jpg,DR-2_13301_k8i7oso.txt,1;2;4;5
train,DR-2_18694.jpg,DR-2_18694.txt,0;1;2;3
train,DR-2_15118.jpg,DR-2_15118.txt,1;2;4
train,DR-2_11786_7upu8r9.jpg,DR-2_11786_7upu8r9.txt,1;2;3
train,DR-2_15121_fk3NhHe.jpg,DR-2_15121_fk3NhHe.txt,0;1;2;3;4
train,DR-2_12232.jpg,DR-2_12232.txt,0;1;2;3
train,DR-2_14816_vqHDhKO.jpg,DR-2_14816_vqHDhKO.txt,0;1;2
train,DR-2_4800_29zCwHq.jpg,DR-2_4800_29zCwHq.txt,0;3
train,DR-2_10755_tEqM0lN.jpg,DR-2_10755_tEqM0lN.txt,1;2;3;4;5
train,DR-2_16788_QJ1IX7z.jpg,DR-2_16788_QJ1IX7z.txt,0;1;2;3
train,DR-2_3197_jU19ZZY.jpg,DR-2_3197_jU19ZZY.txt,1;2;3
train,DR-2_10165_njHoiY4.jpg,DR-2_10165_njHoiY4.txt,1;2
train,DR-2_7081.jpg,DR-2_7081.txt,0;1;2;3
train,DR-2_5728.jpg,DR-2_5728.txt,1;2;5
train,DR-2_2979_vY5XwEU.jpg,DR-2_2979_vY5XwEU.txt,1;2;3
train,DR-2_16553.jpg,DR-2_16553.txt,0;1;2;3;4;5
train,DR-2_16845_lBmROyc.jpg,DR-2_16845_lBmROyc.txt,1;2;4;5
train,DR-2_17822_IHgGjEl.jpg,DR-2_17822_IHgGjEl.txt,1;5
train,DR-2_13655.jpg,DR-2_13655.txt,0;2;3
train,DR-2_4267_WtauK6p.jpg,DR-2_4267_WtauK6p.txt,0;1;2;3
train,DR-2_8631_AS9g2dh.jpg,DR-2_8631_AS9g2dh.txt,1;2;4;5
train,DR-2_9781_R7ZJolV.jpg,DR-2_9781_R7ZJolV.txt,0;1;2;3;4
train,DR-2_4783_l1F9GWU.jpg,DR-2_4783_l1F9GWU.txt,1;2;5
train,DR-2_9715_I24tUbO.jpg,DR-2_9715_I24tUbO.txt,1;2;5
train,DR-2_12893.jpg,DR-2_12893.txt,1;2;3
train,DR-2_7213_M0azzBo.jpg,DR-2_7213_M0azzBo.txt,0;1;2;3
train,DR-2_12178_g0MLr4z.jpg,DR-2_12178_g0MLr4z.txt,1;2;3
train,DR-2_1584.jpg,DR-2_1584.txt,1;2;4;5
train,DR-2_6729.jpg,DR-2_6729.txt,0;1;2;4;5
train,DR-1_3307.jpg,DR-1_3307.txt,0;1;2
train,DR-2_1553_VMhl8id.jpg,DR-2_1553_VMhl8id.txt,0;1;2;3
train,DR-2_5392.jpg,DR-2_5392.txt,0;1;2
train,DR-1_9389.jpg,DR-1_9389.txt,0;1;2;3
train,DR-2_19014_Mm3s6IS.jpg,DR-2_19014_Mm3s6IS.txt,0;1;2;3;4
train,DR-2_16769.jpg,DR-2_16769.txt,1;2;3;5
train,DR-2_9405.jpg,DR-2_9405.txt,0;2
train,DR-2_10218.jpg,DR-2_10218.txt,0;1;2;3;4;5
train,DR-2_14593_5ctOY7y.jpg,DR-2_14593_5ctOY7y.txt,0;1;2;4;5
train,DR-2_10074_z1pp6Ea.jpg,DR-2_10074_z1pp6Ea.txt,0;1;2;3
train,DR-2_4929.jpg,DR-2_4929.txt,1;2
train,DR-2_17122_AaiMThe.jpg,DR-2_17122_AaiMThe.txt,0;1;2;3
train,DR-2_9173_5UL2xQz.jpg,DR-2_9173_5UL2xQz.txt,1;2;3
train,DR-2_3539.jpg,DR-2_3539.txt,0;1;2
train,DR-2_1450.jpg,DR-2_1450.txt,0;1;2;4;5
train,DR-2_6862.jpg,DR-2_6862.txt,1;2;3
train,DR-2_6264.jpg,DR-2_6264.txt,1;2;5
train,DR-1_8782.jpg,DR-1_8782.txt,0;1;2;3;4
train,DR-2_6140.jpg,DR-2_6140.txt,1;2;3
train,DR-2_2881_E0bZdHq.jpg,DR-2_2881_E0bZdHq.txt,0;2
train,DR-2_10139.jpg,DR-2_10139.txt,1;2
train,DR-2_18981_WbIvWve.jpg,DR-2_18981_WbIvWve.txt,1;2;3
train,DR-2_2965_f7Z8caA.jpg,DR-2_2965_f7Z8caA.txt,0;1;2
train,DR-1_9236.jpg,DR-1_9236.txt,0;1;2;3;4;5
train,DR-2_3398.jpg,DR-2_3398.txt,0;2
train,DR-2_1248.jpg,DR-2_1248.txt,0;1;2;3
train,DR-2_15679.jpg,DR-2_15679.txt,0;2;3
train,DR-2_7983_khwWzL8.jpg,DR-2_7983_khwWzL8.txt,0;1;2;3
train,DR-2_6483_DdsKPMA.jpg,DR-2_6483_DdsKPMA.txt,1;2;4;5
train,DR-2_18975_ylNG6Hd.jpg,DR-2_18975_ylNG6Hd.txt,0;1;2
train,DR-2_6870_CIs8vM8.jpg,DR-2_6870_CIs8vM8.txt,0;2;3
train,DR-2_16290.jpg,DR-2_16290.txt,0;2
train,DR-1_6486.jpg,DR-1_6486.txt,1;2;3
train,DR-2_1451_snT7PNs.jpg,DR-2_1451_snT7PNs.txt,0;2
train,DR-2_7580.jpg,DR-2_7580.txt,1;2;3
train,DR-1_6854.jpg,DR-1_6854.txt,0;2;3
train,DR-2_18742_5AVP24O.jpg,DR-2_18742_5AVP24O.txt,1;2
train,DR-2_14080_RavNKFk.jpg,DR-2_14080_RavNKFk.txt,1;2;3
train,DR-2_8459.jpg,DR-2_8459.txt,1;2
train,DR-2_9012_OuSRLIG.jpg,DR-2_9012_OuSRLIG.txt,1;2
train,DR-2_7744_JTEPyKV.jpg,DR-2_7744_JTEPyKV.txt,0;1;2;3;5
train,DR-2_12520_lxECzxM.jpg,DR-2_12520_lxECzxM.txt,0;1;2;3;5
train,DR-1_7163.jpg,DR-1_7163.txt,1;2
train,DR-2_19377.jpg,DR-2_19377.txt,0;1;2;3;4
train,DR-2_4784.jpg,DR-2_4784.txt,0;1;2;3;4;5
train,DR-2_2880.jpg,DR-2_2880.txt,1;2
train,DR-2_2683.jpg,DR-2_2683.txt,1;2;3
train,DR-2_18356.jpg,DR-2_18356.txt,0;2;3
train,DR-1_9428.jpg,DR-1_9428.txt,1;2
train,DR-2_12754_UgPGtur.jpg,DR-2_12754_UgPGtur.txt,2;3
train,DR-2_13697.jpg,DR-2_13697.txt,1;2;3
train,DR-1_2446.jpg,DR-1_2446.txt,0;1;2;3;5
train,DR-1_7658.jpg,DR-1_7658.txt,0;1;2;4;5
train,DR-1_1699.jpg,DR-1_1699.txt,1;2;3
train,DR-2_9453.jpg,DR-2_9453.txt,1;2;3
train,DR-2_15864_pghLw96.jpg,DR-2_15864_pghLw96.txt,0;1;2;3
train,DR-2_16872.jpg,DR-2_16872.txt,1;2;3
train,DR-2_1214_3j0FSbD.jpg,DR-2_1214_3j0FSbD.txt,1;2
train,DR-2_5155.jpg,DR-2_5155.txt,0;3
train,DR-2_18480_BHQr0Vy.jpg,DR-2_18480_BHQr0Vy.txt,0;1;3;4
train,DR-2_3172_t0xuxIe.jpg,DR-2_3172_t0xuxIe.txt,1;2
train,DR-2_1779.jpg,DR-2_1779.txt,0;1;2
train,DR-1_6855.jpg,DR-1_6855.txt,0;2;3
train,DR-2_1788.jpg,DR-2_1788.txt,1;2
train,DR-2_3644_HrDR8ya.jpg,DR-2_3644_HrDR8ya.txt,0;1;2;3;4;5
train,DR-2_14518.jpg,DR-2_14518.txt,0;1;2;5
train,DR-2_19470.jpg,DR-2_19470.txt,1;2
train,DR-2_9845_G2WpEJl.jpg,DR-2_9845_G2WpEJl.txt,0;1;2;3;4
train,DR-1_2591.jpg,DR-1_2591.txt,0;1;2;3;5
train,DR-2_1487_lDWgpEU.jpg,DR-2_1487_lDWgpEU.txt,1;2;4;5
train,DR-2_1387_hbcm820.jpg,DR-2_1387_hbcm820.txt,0;1
train,DR-2_16140.jpg,DR-2_16140.txt,1;2;3
train,DR-2_19817.jpg,DR-2_19817.txt,0;1;2;3;5
train,DR-2_14180_Ioqg13m.jpg,DR-2_14180_Ioqg13m.txt,1;2;3;4
train,DR-2_4889_g5oXm4F.jpg,DR-2_4889_g5oXm4F.txt,1;2;4;5
train,DR-2_19401.jpg,DR-2_19401.txt,0;1;2;4;5
train,DR-2_3135.jpg,DR-2_3135.txt,0;1;2;3;4
train,DR-1_7993.jpg,DR-1_7993.txt,2
train,DR-1_4800.jpg,DR-1_4800.txt,0;1;3;4;5
train,DR-2_3409.jpg,DR-2_3409.txt,0;1;2;3;4
train,DR-2_17137_DYMcmOP.jpg,DR-2_17137_DYMcmOP.txt,0;1;2;3;4
train,DR-1_4615.jpg,DR-1_4615.txt,0;1;2;3;5
train,DR-2_14022_do1B4JW.jpg,DR-2_14022_do1B4JW.txt,1;2;5
train,DR-2_1909_mgeGv7U.jpg,DR-2_1909_mgeGv7U.txt,1;2;3
train,DR-2_2891_hlw9HfQ.jpg,DR-2_2891_hlw9HfQ.txt,1;2;3
train,DR-2_16326.jpg,DR-2_16326.txt,0;1;2;3;4;5
train,DR-2_1235_PRJ901a.jpg,DR-2_1235_PRJ901a.txt,0;1;2;3;5
train,DR-2_2635_mWiNqBS.jpg,DR-2_2635_mWiNqBS.txt,2;3
train,DR-2_11370.jpg,DR-2_11370.txt,0;1;2;3;5
train,DR-2_15358.jpg,DR-2_15358.txt,0;1;2
train,DR-2_3914_wmMGQiD.jpg,DR-2_3914_wmMGQiD.txt,1;2;4
train,DR-2_8480.jpg,DR-2_8480.txt,1;2
train,DR-2_1625.jpg,DR-2_1625.txt,0;1;2;3
train,DR-2_19043.jpg,DR-2_19043.txt,0;2;3
train,DR-2_626.jpg,DR-2_626.txt,0;1;2
train,DR-1_661.jpg,DR-1_661.txt,0;1;2;3;5
train,DR-2_3590_7brLYGv.jpg,DR-2_3590_7brLYGv.txt,0;1;2;3;5
train,DR-2_17369.jpg,DR-2_17369.txt,1;2;4;5
train,DR-1_4739.jpg,DR-1_4739.txt,1;2
train,DR-2_1077_4OV8d2W.jpg,DR-2_1077_4OV8d2W.txt,2;3
train,DR-2_12493.jpg,DR-2_12493.txt,0;3
train,DR-2_10289_qRPGd2X.jpg,DR-2_10289_qRPGd2X.txt,1;2;3;5
train,DR-1_7761.jpg,DR-1_7761.txt,1;2;4
train,DR-2_3548_W5ZuoBe.jpg,DR-2_3548_W5ZuoBe.txt,1;2;4;5
train,DR-1_5551.jpg,DR-1_5551.txt,1;2;3
train,DR-1_9699.jpg,DR-1_9699.txt,0;2
train,DR-2_1663_c79jSjn.jpg,DR-2_1663_c79jSjn.txt,2;3
train,DR-2_6868.jpg,DR-2_6868.txt,0;1;2
train,DR-2_11927.jpg,DR-2_11927.txt,0;1;3;4;5
train,DR-2_8868.jpg,DR-2_8868.txt,0;1;2
train,DR-2_16751.jpg,DR-2_16751.txt,2
train,DR-1_7357.jpg,DR-1_7357.txt,0;1;2;5
train,DR-2_9723_q8NqRuP.jpg,DR-2_9723_q8NqRuP.txt,1;2;4;5
train,DR-2_9271_PmbaGCC.jpg,DR-2_9271_PmbaGCC.txt,1;2;4;5
train,DR-2_12988_ceBmZhx.jpg,DR-2_12988_ceBmZhx.txt,1;2;5
train,DR-2_1882.jpg,DR-2_1882.txt,0;1;2;3
train,DR-2_7755_zZ1yuCd.jpg,DR-2_7755_zZ1yuCd.txt,1;2;4;5
train,DR-1_4219.jpg,DR-1_4219.txt,1;2;3
train,DR-2_4361.jpg,DR-2_4361.txt,0;1;2;3
train,DR-2_9124_5S7xmLI.jpg,DR-2_9124_5S7xmLI.txt,0;2;3
train,DR-1_7115.jpg,DR-1_7115.txt,0;1;2;3;4
train,DR-1_1175.jpg,DR-1_1175.txt,0;1;2;3;5
train,DR-2_18141.jpg,DR-2_18141.txt,0;1;2;3
train,DR-2_19174.jpg,DR-2_19174.txt,1;2;3;4
train,DR-2_16557.jpg,DR-2_16557.txt,0;1;2;3;4
train,DR-2_4898_k0On4J1.jpg,DR-2_4898_k0On4J1.txt,0;1;2;4;5
train,DR-2_17490.jpg,DR-2_17490.txt,5
train,DR-2_4882_GE3n7PA.jpg,DR-2_4882_GE3n7PA.txt,0;1;2;3;4;5
train,DR-2_9928_tQtZwe5.jpg,DR-2_9928_tQtZwe5.txt,0;1;2;3
train,DR-2_18575.jpg,DR-2_18575.txt,0;1;2
train,DR-2_12668.jpg,DR-2_12668.txt,1;2;5
train,DR-2_17228.jpg,DR-2_17228.txt,0;2
train,DR-2_9626.jpg,DR-2_9626.txt,0;2
train,DR-2_12032.jpg,DR-2_12032.txt,0;1;2;4;5
train,DR-2_5615_DOgr1rN.jpg,DR-2_5615_DOgr1rN.txt,1;2;3
train,DR-2_10403_svEUFYE.jpg,DR-2_10403_svEUFYE.txt,1;2;4;5
train,DR-2_14451_9tO7G8j.jpg,DR-2_14451_9tO7G8j.txt,0;2
train,DR-1_8587.jpg,DR-1_8587.txt,1;2
train,DR-2_7677_LsR9w8l.jpg,DR-2_7677_LsR9w8l.txt,1;2;3
train,DR-1_7825.jpg,DR-1_7825.txt,0;1;2;5
train,DR-1_9091.jpg,DR-1_9091.txt,1;4;5
train,DR-2_18591_ipJuh6V.jpg,DR-2_18591_ipJuh6V.txt,3
train,DR-2_10934_qZdrGA0.jpg,DR-2_10934_qZdrGA0.txt,1;2;3
train,DR-1_1895.jpg,DR-1_1895.txt,1;2;4
train,DR-2_14514.jpg,DR-2_14514.txt,1;2;3
train,DR-2_17791_ZJgSGPp.jpg,DR-2_17791_ZJgSGPp.txt,0;1;2;3
train,DR-2_5056_SvmGWHM.jpg,DR-2_5056_SvmGWHM.txt,1;2;3
train,DR-2_18554_Kt2Daz0.jpg,DR-2_18554_Kt2Daz0.txt,0;1;2;4;5
train,DR-2_8063_wrFuJsy.jpg,DR-2_8063_wrFuJsy.txt,1;2;3
train,DR-1_5318.jpg,DR-1_5318.txt,0;1;2
train,DR-2_12572_No6AHPI.jpg,DR-2_12572_No6AHPI.txt,1;2;3
train,DR-2_4282.jpg,DR-2_4282.txt,0;1;2;3;4;5
train,DR-2_19923.jpg,DR-2_19923.txt,0;1;2;3
train,DR-2_1617.jpg,DR-2_1617.txt,1;2;3
train,DR-2_5510.jpg,DR-2_5510.txt,2
train,DR-2_5726.jpg,DR-2_5726.txt,1;2;3
train,DR-2_15985.jpg,DR-2_15985.txt,2
train,DR-2_12833_8Inbhii.jpg,DR-2_12833_8Inbhii.txt,1;2;3;5
train,DR-2_12439_abRu2ku.jpg,DR-2_12439_abRu2ku.txt,0;1;2;3;5
train,DR-2_10880.jpg,DR-2_10880.txt,1;2
train,DR-2_1328.jpg,DR-2_1328.txt,0;1;2
train,DR-2_11783.jpg,DR-2_11783.txt,1;2
train,DR-2_16411_ke7MZQY.jpg,DR-2_16411_ke7MZQY.txt,0;1;2;5
train,DR-2_1247_kVzQZcX.jpg,DR-2_1247_kVzQZcX.txt,1;2;5
train,DR-2_13208_6q1sot3.jpg,DR-2_13208_6q1sot3.txt,1;2;3;4;5
train,DR-2_10705_8ZE9cs5.jpg,DR-2_10705_8ZE9cs5.txt,2
train,DR-1_5236.jpg,DR-1_5236.txt,0;1;2;3;4;5
train,DR-1_3529.jpg,DR-1_3529.txt,1;2;3
train,DR-2_1492_EHN0yrh.jpg,DR-2_1492_EHN0yrh.txt,0;1;2;3;4;5
train,DR-2_7386_AaHtMt4.jpg,DR-2_7386_AaHtMt4.txt,1;2;3
train,DR-2_12106.jpg,DR-2_12106.txt,1;2;4;5
train,DR-2_12310_bTTZYwP.jpg,DR-2_12310_bTTZYwP.txt,0;1;3;4
train,DR-2_15178.jpg,DR-2_15178.txt,1;2;3
train,DR-2_7877.jpg,DR-2_7877.txt,1;2;3
train,DR-1_7823.jpg,DR-1_7823.txt,0;1;2;3;4;5
train,DR-2_14525.jpg,DR-2_14525.txt,1;2;3
train,DR-2_19416.jpg,DR-2_19416.txt,1;2
train,DR-1_7539.jpg,DR-1_7539.txt,0;2
train,DR-1_5167.jpg,DR-1_5167.txt,0;1;2;5
train,DR-1_3409.jpg,DR-1_3409.txt,0;1;2;3
train,DR-2_17781_leFY37a.jpg,DR-2_17781_leFY37a.txt,0;1;3;4;5
train,DR-2_5298.jpg,DR-2_5298.txt,0;1;2;3
train,DR-2_14912_xLqQYk7.jpg,DR-2_14912_xLqQYk7.txt,0;1;2
train,DR-2_5321_7Al4gSU.jpg,DR-2_5321_7Al4gSU.txt,1;2;3;5
train,DR-2_17181.jpg,DR-2_17181.txt,0;1;2;3
train,DR-2_19554_LVA8mhF.jpg,DR-2_19554_LVA8mhF.txt,1;2;4;5
train,DR-2_19979.jpg,DR-2_19979.txt,1;2;3
train,DR-1_167.jpg,DR-1_167.txt,1;4;5
train,DR-2_7373_DltdMAZ.jpg,DR-2_7373_DltdMAZ.txt,1;2;3
train,DR-2_15197_WdTLITA.jpg,DR-2_15197_WdTLITA.txt,1;2;3
train,DR-1_5100.jpg,DR-1_5100.txt,0;1;2;3;5
train,DR-2_16100.jpg,DR-2_16100.txt,0;1;2;3
train,DR-2_13415_Q6fBi9o.jpg,DR-2_13415_Q6fBi9o.txt,1;2;3
train,DR-1_923.jpg,DR-1_923.txt,0;1;2;3;5
train,DR-2_4466_xHdnu3K.jpg,DR-2_4466_xHdnu3K.txt,1;2;3
train,DR-2_15825_t7ezt6Q.jpg,DR-2_15825_t7ezt6Q.txt,0;1;2;3;5
train,DR-2_7098.jpg,DR-2_7098.txt,0;1;3;4;5
train,DR-2_2109.jpg,DR-2_2109.txt,0;3
train,DR-2_9836_ESJdLLy.jpg,DR-2_9836_ESJdLLy.txt,0;1;2;3;4;5
train,DR-2_289_WY8Dc0T.jpg,DR-2_289_WY8Dc0T.txt,1;2;5
train,DR-2_19416_AGkEcx9.jpg,DR-2_19416_AGkEcx9.txt,1;2;5
train,DR-2_802.jpg,DR-2_802.txt,1;2;3
train,DR-2_15584_Xd8QgZ8.jpg,DR-2_15584_Xd8QgZ8.txt,0;1;4;5
train,DR-2_6335_QNFz1Ir.jpg,DR-2_6335_QNFz1Ir.txt,1;2;3
train,DR-1_776.jpg,DR-1_776.txt,0;1;2;3;4
train,DR-2_14207.jpg,DR-2_14207.txt,0;1;2;3;4
train,DR-1_7461.jpg,DR-1_7461.txt,0;1;2;3
train,DR-1_4123.jpg,DR-1_4123.txt,0;1;2;5
train,DR-2_3036.jpg,DR-2_3036.txt,0;1;2;3;4;5
train,DR-2_12490.jpg,DR-2_12490.txt,0;1;2;3;5
train,DR-1_1641.jpg,DR-1_1641.txt,1;2;3
train,DR-2_12690_Dx6VIfC.jpg,DR-2_12690_Dx6VIfC.txt,1;2;3
train,DR-2_13215.jpg,DR-2_13215.txt,1;2;3
train,DR-2_16502_UFJnLYj.jpg,DR-2_16502_UFJnLYj.txt,0;1;2;3
train,DR-2_2097_3BXyJPS.jpg,DR-2_2097_3BXyJPS.txt,0;2;3
train,DR-2_4185_IlEqzzc.jpg,DR-2_4185_IlEqzzc.txt,0;1;2;3;5
train,DR-2_18526_PE2pbZS.jpg,DR-2_18526_PE2pbZS.txt,0;1;2
train,DR-2_109.jpg,DR-2_109.txt,0;1;2;3
train,DR-2_521.jpg,DR-2_521.txt,1;2;4;5
train,DR-2_10373.jpg,DR-2_10373.txt,1;2
train,DR-2_7172_TMdKL0V.jpg,DR-2_7172_TMdKL0V.txt,1;2;5
train,DR-2_5045_XUELcXa.jpg,DR-2_5045_XUELcXa.txt,0;1;2;3;4
train,DR-2_18240.jpg,DR-2_18240.txt,0;1;2;3;4;5
train,DR-2_17877.jpg,DR-2_17877.txt,1;2;3
train,DR-2_18906.jpg,DR-2_18906.txt,2;3
train,DR-1_453.jpg,DR-1_453.txt,0;1;2;3;4;5
train,DR-2_8352_ZpPVllF.jpg,DR-2_8352_ZpPVllF.txt,2;3
train,DR-2_2781.jpg,DR-2_2781.txt,0;1;2;3;4
train,DR-1_1055.jpg,DR-1_1055.txt,0;1;2;3;4;5
train,DR-2_9151_BZw68DI.jpg,DR-2_9151_BZw68DI.txt,2
train,DR-2_9343_ELFZtO6.jpg,DR-2_9343_ELFZtO6.txt,1;2;3
train,DR-2_18818_7wtkOkP.jpg,DR-2_18818_7wtkOkP.txt,1;2
train,DR-2_6410_2tkUuiq.jpg,DR-2_6410_2tkUuiq.txt,1;2;3
train,DR-2_15571.jpg,DR-2_15571.txt,0;1;2;3
train,DR-2_8968_dlJYRGq.jpg,DR-2_8968_dlJYRGq.txt,0;1;2;3;4
train,DR-1_1275.jpg,DR-1_1275.txt,0;1;2;3;5
train,DR-1_4822.jpg,DR-1_4822.txt,1;2;5
train,DR-1_3550.jpg,DR-1_3550.txt,1;4;5
train,DR-2_16919.jpg,DR-2_16919.txt,1;2
train,DR-2_12298_xjZ6VSk.jpg,DR-2_12298_xjZ6VSk.txt,0;2;3
train,DR-1_7208.jpg,DR-1_7208.txt,0;1;2
train,DR-2_649_K3iDmRj.jpg,DR-2_649_K3iDmRj.txt,2
train,DR-2_9420_sq6Jd2u.jpg,DR-2_9420_sq6Jd2u.txt,0;1;2
train,DR-2_3900.jpg,DR-2_3900.txt,0;1;2;3;4;5
train,DR-1_2253.jpg,DR-1_2253.txt,0;1;2;3
train,DR-2_19715.jpg,DR-2_19715.txt,0;1;2;5
train,DR-2_5235.jpg,DR-2_5235.txt,0;1;2;5
train,DR-2_15515_Non3ioQ.jpg,DR-2_15515_Non3ioQ.txt,1;2;4
train,DR-2_10228.jpg,DR-2_10228.txt,1;2;4
train,DR-2_16625.jpg,DR-2_16625.txt,0;2;3
train,DR-2_16771_HrG35FJ.jpg,DR-2_16771_HrG35FJ.txt,0;1;2;3;4;5
train,DR-2_13892_Pco0QGX.jpg,DR-2_13892_Pco0QGX.txt,0;1;2;5
train,DR-1_105.jpg,DR-1_105.txt,1;2;4;5
train,DR-2_17824_D3cYhLu.jpg,DR-2_17824_D3cYhLu.txt,0;1;2;3;4;5
train,DR-2_18837.jpg,DR-2_18837.txt,0;1;2;3;4;5
train,DR-2_19222_AkXFwYm.jpg,DR-2_19222_AkXFwYm.txt,0;2
train,DR-2_10054_KvLSpD5.jpg,DR-2_10054_KvLSpD5.txt,0;1;2;4;5
train,DR-2_2298_pzxlQ4H.jpg,DR-2_2298_pzxlQ4H.txt,0;2;3
train,DR-2_6365_63dxAmP.jpg,DR-2_6365_63dxAmP.txt,1;2;3
train,DR-2_3609_hqUKvCK.jpg,DR-2_3609_hqUKvCK.txt,0;1;2;3;5
train,DR-2_7182_N7QVRTn.jpg,DR-2_7182_N7QVRTn.txt,1;2;5
train,DR-2_9698_W0QfPTo.jpg,DR-2_9698_W0QfPTo.txt,1;2;3
train,DR-2_8704.jpg,DR-2_8704.txt,0;1;2;3
train,DR-1_7569.jpg,DR-1_7569.txt,0;1;2;3;4
train,DR-2_13901_Uv7EulW.jpg,DR-2_13901_Uv7EulW.txt,0;1;2;3;4
train,DR-2_13050.jpg,DR-2_13050.txt,1;2;4
train,DR-2_8210.jpg,DR-2_8210.txt,0;2;3
train,DR-2_3653.jpg,DR-2_3653.txt,0;1;2;3;5
train,DR-1_3700.jpg,DR-1_3700.txt,0;2;3;5
train,DR-2_19588_rBrG5Rs.jpg,DR-2_19588_rBrG5Rs.txt,0;2;3
train,DR-2_1172_dfhqFH3.jpg,DR-2_1172_dfhqFH3.txt,1;2;3
train,DR-2_1337_MVPOOfD.jpg,DR-2_1337_MVPOOfD.txt,1;2;4;5
train,DR-2_6943_FNbJ17V.jpg,DR-2_6943_FNbJ17V.txt,2;4;5
train,DR-2_2992.jpg,DR-2_2992.txt,1;2;5
train,DR-2_17446.jpg,DR-2_17446.txt,0;1;2;3;5
train,DR-1_215.jpg,DR-1_215.txt,1;2;5
train,DR-2_6037_1w5f39m.jpg,DR-2_6037_1w5f39m.txt,2;3
train,DR-2_5926.jpg,DR-2_5926.txt,1;2;4;5
train,DR-2_5427.jpg,DR-2_5427.txt,0;1;2
train,DR-2_16725_mGAaGGj.jpg,DR-2_16725_mGAaGGj.txt,0;1;2;3;5
train,DR-2_6109.jpg,DR-2_6109.txt,0;1;2;3
train,DR-2_9308.jpg,DR-2_9308.txt,0;1;2;3;5
train,DR-2_9118.jpg,DR-2_9118.txt,0;1;2;3;4;5
train,DR-2_7.jpg,DR-2_7.txt,1;2;4;5
train,DR-2_8466_4jrZyYs.jpg,DR-2_8466_4jrZyYs.txt,1;2;3
train,DR-2_11487.jpg,DR-2_11487.txt,0;1;3;4;5
train,DR-2_2094.jpg,DR-2_2094.txt,1;2
train,DR-2_6833.jpg,DR-2_6833.txt,1;2;3
train,DR-1_7774.jpg,DR-1_7774.txt,0;1;2
